,0,1,2,3,4,5,6
1571,Kepler-1110 b,2368,7.56 Earths,15.887,2016,9.7 days,0.0
1572,Kepler-1111 b,3725,4.66 Earths,14.715,2016,8.8 days,0.0
1573,Kepler-1112 b,5656,9.38 Earths,14.561,2016,14.4 days,0.0
1574,Kepler-1113 b,3676,8.3 Earths,14.783,2016,42.3 days,0.0
1575,Kepler-1114 b,1393,2.39 Earths,13.758,2016,15 days,0.0
1576,Kepler-1115 b,3050,3.53 Earths,11.882,2016,23.6 days,0.0
1577,Kepler-1116 b,3317,6.99 Earths,15.235,2016,41.7 days,0.0
1578,Kepler-1117 b,2019,1.41 Earths,14.124,2016,4.8 days,0.0
1579,Kepler-1118 b,2668,7.95 Earths,14.956,2016,38.7 days,0.0
1580,Kepler-1119 b,4201,4.35 Earths,15.067,2016,8.3 days,0.0
1581,Kepler-111 b,2185,3.12 Earths,13.419,2014,3.3 days,0.0
1582,Kepler-111 c,2185,0.132 Jupiters,13.419,2014,224.8 days,0.0
1583,Kepler-1120 b,2071,2.48 Earths,15.304,2016,2.9 days,0.0
1584,Kepler-1121 b,1726,4.31 Earths,12.017,2016,13.2 days,0.0
1585,Kepler-1122 b,3014,4.82 Earths,15.102,2016,42.2 days,0.0
1586,Kepler-1123 b,2597,3.43 Earths,14.807,2016,4.3 days,0.0
1587,Kepler-1124 b,577,2.18 Earths,15.968,2016,2.9 days,0.0
1588,Kepler-1125 b,2968,4.04 Earths,14.877,2016,17.7 days,0.0
1589,Kepler-1126 b,2179,3.64 Earths,14.021,2016,108.6 days,0.0
1590,Kepler-1127 b,3249,4.5 Earths,15.133,2016,5.1 days,0.0
1591,Kepler-1128 b,3794,12.9 Earths,15.686,2016,61.6 days,0.0
1592,Kepler-1129 b,4104,9.06 Earths,15.257,2016,24.3 days,0.0
1593,Kepler-1129 c,4104,7.9 Earths,15.257,2016,76.5 days,0.0
1594,Kepler-112 b,1699,6.17 Earths,13.766,2014,8.4 days,0.0
1595,Kepler-112 c,1699,6.35 Earths,13.766,2014,28.6 days,0.0
1596,Kepler-1130 b,763,0.437 Earths,12.396,2016,5.5 days,0.0
1597,Kepler-1131 b,3618,3.15 Earths,14.937,2016,3.5 days,0.0
1598,Kepler-1132 b,3066,6.12 Earths,15.472,2016,62.9 days,0.0
1599,Kepler-1133 b,2678,4.54 Earths,14.81,2016,11.6 days,0.0
1600,Kepler-1134 b,3252,7.46 Earths,15.825,2016,17.1 days,0.0
1601,Kepler-1135 b,2375,4.08 Earths,14.295,2016,77 days,0.0
1602,Kepler-1136 b,1778,3.33 Earths,15.642,2016,2.4 days,0.0
1603,Kepler-1137 b,3167,5.48 Earths,12.691,2016,23.9 days,0.0
1604,Kepler-1138 b,3591,3.53 Earths,15.336,2016,3.2 days,0.0
1605,Kepler-1139 b,1810,1.81 Earths,14.135,2016,0.8 days,0.0
1606,Kepler-113 b,862,11.7 Earths,13.46,2014,4.8 days,0.0
1607,Kepler-113 c,862,8.7 Earths,13.46,2014,8.9 days,0.0
1608,Kepler-1140 b,2143,8.1 Earths,15.453,2016,24.1 days,0.0
1609,Kepler-1141 b,1191,0.477 Earths,12.335,2016,2.3 days,0.0
1610,Kepler-1142 b,2274,2.76 Earths,14.278,2016,18.3 days,0.0
1611,Kepler-1143 b,2062,3.43 Earths,15.194,2016,2.9 days,0.0
1612,Kepler-1143 c,2062,12.6 Earths,15.194,2016,210.6 days,0.0
1613,Kepler-1144 b,3301,4.62 Earths,14.913,2016,17.1 days,0.0
1614,Kepler-1145 b,2329,2.54 Earths,15.45,2016,4 days,0.0
1615,Kepler-1146 b,2264,2.04 Earths,15.85,2016,2.4 days,0.0
1616,Kepler-1147 b,4815,7.32 Earths,15.356,2016,10.6 days,0.0
1617,Kepler-1148 b,2225,3.5 Earths,15.281,2016,1.1 days,0.0
1618,Kepler-1149 b,3337,2.67 Earths,14.931,2016,3.7 days,0.0
1619,Kepler-114 b,853,6.8 Earths,13.712,2014,5.2 days,0.0
1620,Kepler-114 c,853,2.8 Earths,13.712,2013,8 days,0.0
1621,Kepler-114 d,853,3.9 Earths,13.712,2013,11.8 days,0.0
1622,Kepler-1150 b,1217,1.04 Earths,14.423,2016,2.8 days,0.0
1623,Kepler-1151 b,2489,5.56 Earths,14.857,2016,65.6 days,0.0
1624,Kepler-1152 b,600,0.59 Earths,14.598,2016,1.6 days,0.0
1625,Kepler-1153 b,3865,3.64 Earths,15.798,2016,1.8 days,0.0
1626,Kepler-1154 b,4994,6.08 Earths,14.779,2016,5.2 days,0.0
1627,Kepler-1154 c,4994,6.17 Earths,14.779,2016,8.5 days,0.0
1628,Kepler-1155 b,3220,4.78 Earths,14.739,2016,33.5 days,0.0
1629,Kepler-1156 b,2476,2.3 Earths,14.126,2016,11.9 days,0.0
1630,Kepler-1157 b,1129,1.32 Earths,14.377,2016,4.5 days,0.0
1631,Kepler-1158 b,4104,6.08 Earths,13.574,2016,13.5 days,0.0
1632,Kepler-1159 b,4038,6.21 Earths,14.545,2016,22.7 days,0.0
1633,Kepler-115 b,2071,1.32 Earths,13.392,2014,2.4 days,0.0
1634,Kepler-115 c,2071,7.27 Earths,13.392,2014,9 days,0.0
1635,Kepler-1160 b,4218,5.22 Earths,15.8,2016,8 days,0.0
1636,Kepler-1161 b,1396,5.18 Earths,15.8,2016,10.7 days,0.0
1637,Kepler-1162 b,3226,5.52 Earths,15.485,2016,32.6 days,0.0
1638,Kepler-1163 b,1589,1.08 Earths,12.118,2016,6.1 days,0.0
1639,Kepler-1164 b,1458,1.46 Earths,14.09,2016,4 days,0.0
1640,Kepler-1165 b,3526,3.02 Earths,14.392,2016,9.5 days,0.0
1641,Kepler-1166 b,2114,3.5 Earths,14.466,2016,33.2 days,0.0
1642,Kepler-1167 b,2645,3.57 Earths,15.929,2016,1 days,0.0
1643,Kepler-1168 b,2972,6.8 Earths,15.609,2016,55.8 days,0.0
1644,Kepler-1169 b,1755,0.779 Earths,12.685,2016,6.1 days,0.0
1645,Kepler-116 b,3203,11.6 Earths,13.689,2014,6 days,0.0
1646,Kepler-116 c,3203,5.9 Earths,13.689,2014,13.1 days,0.0
1647,Kepler-1170 b,2972,6.39 Earths,15.909,2016,10 days,0.0
1648,Kepler-1171 b,2006,7.08 Earths,11.459,2016,1.4 days,0.0
1649,Kepler-1172 b,4215,10.3 Earths,15.846,2016,26 days,0.0
1650,Kepler-1173 b,1311,0.64 Earths,13.804,2016,0.8 days,0.0
1651,Kepler-1174 b,2704,3.15 Earths,14.159,2016,6.9 days,0.0
1652,Kepler-1175 b,4058,9.22 Earths,15.916,2016,37.9 days,0.0
1653,Kepler-1176 b,3337,6.57 Earths,15.05,2016,24.2 days,0.0
1654,Kepler-1177 b,2704,4.27 Earths,14.508,2016,106.2 days,0.0
1655,Kepler-1178 b,1096,1.24 Earths,13.96,2016,31.8 days,0.0
1656,Kepler-1179 b,1481,2.3 Earths,14.068,2016,2.7 days,0.0
1657,Kepler-117 b,4665,29.875 Earths,14.247,2014,18.8 days,0.05
1658,Kepler-117 c,4665,1.84 Jupiters,14.247,2014,50.8 days,0.03
1659,Kepler-1180 b,4188,4.62 Earths,14.984,2016,16.9 days,0.0
1660,Kepler-1181 b,2828,3.09 Earths,13.455,2016,4.9 days,0.0
1661,Kepler-1182 b,4104,6.39 Earths,15.345,2016,11.2 days,0.0
1662,Kepler-1183 b,4495,8.35 Earths,15.83,2016,28.5 days,0.0
1663,Kepler-1184 b,3892,7.65 Earths,14.931,2016,53.6 days,0.0
1664,Kepler-1185 b,966,2.33 Earths,12.552,2016,104.4 days,0.0
1665,Kepler-1186 b,3627,5.6 Earths,15.267,2016,16.1 days,0.0
1666,Kepler-1187 b,3357,7.32 Earths,14.566,2016,18.9 days,0.0
1667,Kepler-1188 b,3921,4.98 Earths,14.968,2016,17.1 days,0.0
1668,Kepler-1189 b,2880,3.78 Earths,14.249,2016,3.8 days,0.0
1669,Kepler-118 b,1904,4.5 Earths,14.719,2014,7.5 days,0.0
1670,Kepler-118 c,1904,0.144 Jupiters,14.719,2014,20.2 days,0.0
1671,Kepler-1190 b,1253,2.33 Earths,14.494,2016,10.5 days,0.0
1672,Kepler-1191 b,2858,2.89 Earths,15.312,2016,5.6 days,0.0
1673,Kepler-1192 b,3614,6.17 Earths,15.681,2016,25.2 days,0.0
1674,Kepler-1193 b,2267,2.3 Earths,13.421,2016,2.8 days,0.0
1675,Kepler-1194 b,2009,2.89 Earths,14.103,2016,16.2 days,0.0
1676,Kepler-1195 b,2649,4.98 Earths,15.912,2016,8.5 days,0.0
1677,Kepler-1196 b,3086,5.6 Earths,14.832,2016,66.2 days,0.0
1678,Kepler-1197 b,1647,2.1 Earths,15.113,2016,2 days,0.0
1679,Kepler-1198 b,2535,2.76 Earths,14.769,2016,7.7 days,0.0
1680,Kepler-1199 b,1761,1.6 Earths,13.03,2016,15 days,0.0
1681,Kepler-119 b,2336,12.6 Earths,14.2,2014,2.4 days,0.0
1682,Kepler-119 c,2336,0.721 Earths,14.2,2014,4.1 days,0.0
1683,Kepler-11 b,2148,1.9 Earths,14.2,2010,10.3 days,0.05
1684,Kepler-11 c,2148,2.9 Earths,14.2,2010,13 days,0.03
1685,Kepler-11 d,2148,7.3 Earths,14.2,2010,22.7 days,0.0
1686,Kepler-11 e,2148,8 Earths,14.2,2010,32 days,0.01
1687,Kepler-11 f,2148,2 Earths,14.2,2010,46.7 days,0.01
1688,Kepler-11 g,2148,25 Earths,14.2,2010,118.4 days,< 0.15
1689,Kepler-1200 b,1889,1.2 Earths,15.789,2016,1.1 days,0.0
1690,Kepler-1201 b,3921,5.86 Earths,14.7,2016,15.2 days,0.0
1691,Kepler-1202 b,4544,8.96 Earths,15.608,2016,28.7 days,0.0
1692,Kepler-1203 b,877,1.2 Earths,14.915,2016,0.6 days,0.0
1693,Kepler-1204 b,4182,9.53 Earths,15.295,2016,85.7 days,0.0
1694,Kepler-1205 b,2499,2.57 Earths,15.13,2016,1.1 days,0.0
1695,Kepler-1206 b,2632,3.33 Earths,15.929,2016,1.2 days,0.0
1696,Kepler-1207 b,3086,3.26 Earths,14.449,2016,13.7 days,0.0
1697,Kepler-1208 b,2861,5.99 Earths,15.946,2016,11.1 days,0.0
1698,Kepler-1209 b,1820,2.89 Earths,12.411,2016,25.4 days,0.0
1699,Kepler-120 b,1282,8.5 Earths,14.719,2014,6.3 days,0.0
1700,Kepler-120 c,1282,2.96 Earths,14.719,2014,12.8 days,0.0
1701,Kepler-1210 b,3768,3.53 Earths,15.566,2016,8.1 days,0.0
1702,Kepler-1211 b,4847,7.04 Earths,15.828,2016,11 days,0.0
1703,Kepler-1212 b,4254,5.22 Earths,15.024,2016,12.9 days,0.0
1704,Kepler-1213 b,2234,1.81 Earths,13.342,2016,5.3 days,0.0
1705,Kepler-1214 b,2469,6.17 Earths,15.223,2016,18.8 days,0.0
1706,Kepler-1215 b,2287,1.98 Earths,14.425,2016,4.8 days,0.0
1707,Kepler-1216 b,3666,2.51 Earths,15.107,2016,4.4 days,0.0
1708,Kepler-1217 b,4446,4.62 Earths,15.242,2016,2 days,0.0
1709,Kepler-1218 b,2176,2.67 Earths,13.551,2016,22.9 days,0.0
1710,Kepler-1219 b,2029,5.14 Earths,12.232,2016,16.1 days,0.0
1711,Kepler-121 b,1690,6.08 Earths,14.677,2014,3.2 days,0.0
1712,Kepler-121 c,1690,5.77 Earths,14.677,2014,41 days,0.0
1713,Kepler-1220 b,3125,2.92 Earths,14.965,2016,7.4 days,0.0
1714,Kepler-1221 b,2965,4.19 Earths,15.58,2016,12 days,0.0
1715,Kepler-1222 b,1484,0.418 Earths,14.091,2016,1.9 days,0.0
1716,Kepler-1223 b,1484,1.98 Earths,14.612,2016,16.3 days,0.0
1717,Kepler-1224 b,1885,2.33 Earths,12.825,2016,13.3 days,0.0
1718,Kepler-1225 b,4048,3.97 Earths,14.632,2016,7 days,0.0
1719,Kepler-1226 b,2541,2.7 Earths,14.15,2016,17.3 days,0.0
1720,Kepler-1227 b,2176,5.86 Earths,14.176,2016,94.3 days,0.0
1721,Kepler-1228 b,1784,2.99 Earths,14.861,2016,0.6 days,0.0
1722,Kepler-1229 b,770,2.54 Earths,15.51,2016,86.8 days,0.0
1723,Kepler-122 b,3453,6.08 Earths,14.222,2014,5.8 days,0.0
1724,Kepler-122 c,3453,29 Earths,14.222,2014,12.5 days,0.0
1725,Kepler-122 d,3453,5.48 Earths,14.222,2014,21.6 days,0.0
1726,Kepler-122 e,3453,27.7 Earths,14.222,2014,38 days,0.0
1727,Kepler-122 f,3453,36 Earths,14.222,2014,56.3 days,0.0
1728,Kepler-1230 b,4674,7.8 Earths,15.274,2016,10 days,0.0
1729,Kepler-1231 b,3092,2.6 Earths,14.714,2016,10.4 days,0.0
1730,Kepler-1232 b,2414,4.38 Earths,14.762,2016,26.8 days,0.0
1731,Kepler-1233 b,4179,7.27 Earths,14.659,2016,45.1 days,0.0
1732,Kepler-1234 b,2825,8.3 Earths,15.878,2016,11.9 days,0.0
1733,Kepler-1235 b,1739,0.418 Earths,13.877,2016,4.2 days,0.0
1734,Kepler-1236 b,3516,5.22 Earths,15.925,2016,31.1 days,0.0
1735,Kepler-1237 b,3657,8.55 Earths,15.755,2016,84.6 days,0.0
1736,Kepler-1238 b,5001,4.38 Earths,14.733,2016,4.1 days,0.0
1737,Kepler-1239 b,8191,8.75 Earths,15.395,2016,5.2 days,0.0
1738,Kepler-123 b,3432,0.174 Jupiters,14.021,2014,17.2 days,0.0
1739,Kepler-123 c,3432,2.79 Earths,14.021,2014,26.7 days,0.0
1740,Kepler-1240 b,2003,1.6 Earths,13.961,2016,4.9 days,0.0
1741,Kepler-1241 b,3053,7.41 Earths,15.669,2016,18.6 days,0.0
1742,Kepler-1242 b,2225,5.73 Earths,15.498,2016,13.6 days,0.0
1743,Kepler-1243 b,2861,3.71 Earths,14.833,2016,16.8 days,0.0
1744,Kepler-1244 b,2492,2.39 Earths,12.323,2016,3.7 days,0.0
1745,Kepler-1245 b,2809,2.67 Earths,15.372,2016,4.4 days,0.0
1746,Kepler-1245 c,2809,2.67 Earths,15.372,2016,2.9 days,0.0
1747,Kepler-1246 b,1419,2.42 Earths,15.032,2016,11.3 days,0.0
1748,Kepler-1247 b,3569,6.04 Earths,15.901,2016,13.7 days,0.0
1749,Kepler-1248 b,1761,1.76 Earths,12.925,2016,7.5 days,0.0
1750,Kepler-1249 b,5461,6.26 Earths,15.352,2016,24.3 days,0.0
1751,Kepler-124 b,1387,0.315 Earths,14.124,2014,3.4 days,0.0
1752,Kepler-124 c,1387,3.71 Earths,14.124,2014,13.8 days,0.0
1753,Kepler-124 d,1387,1.41 Earths,14.124,2014,31 days,0.0
1754,Kepler-1250 b,4472,4.35 Earths,15.569,2016,2.6 days,0.0
1755,Kepler-1251 b,2815,4.04 Earths,14.939,2016,45.1 days,0.0
1756,Kepler-1252 b,2701,3.43 Earths,14.495,2016,15.1 days,0.0
1757,Kepler-1253 b,1272,2.33 Earths,12.457,2016,68.9 days,0.0
1758,Kepler-1254 b,2205,3.02 Earths,15.302,2016,10 days,0.0
1759,Kepler-1254 c,2205,2.24 Earths,15.302,2016,3.6 days,0.0
1760,Kepler-1254 d,2205,2.27 Earths,15.302,2016,5.7 days,0.0
1761,Kepler-1255 b,4384,5.99 Earths,15.199,2016,36.3 days,0.0
1762,Kepler-1256 b,2812,2.83 Earths,13.513,2016,12.4 days,0.0
1763,Kepler-1257 b,3526,2.92 Earths,15.512,2016,2.7 days,0.0
1764,Kepler-1258 b,2124,0.566 Earths,13.785,2016,1 days,0.0
1765,Kepler-1259 b,2296,2.63 Earths,15.333,2016,0.7 days,0.0
1766,Kepler-125 b,601,6.21 Earths,14.768,2014,4.2 days,0.0
1767,Kepler-125 c,601,0.33 Earths,14.768,2014,5.8 days,0.0
1768,Kepler-1260 b,3396,3.78 Earths,14.823,2016,19.1 days,0.0
1769,Kepler-1261 b,2593,5.73 Earths,15.582,2016,48.4 days,0.0
1770,Kepler-1262 b,3761,3.97 Earths,15.184,2016,8.7 days,0.0
1771,Kepler-1263 b,2267,1.55 Earths,15.001,2016,4.6 days,0.0
1772,Kepler-1264 b,2655,1.76 Earths,14.479,2016,1 days,0.0
1773,Kepler-1265 b,1895,2.39 Earths,15.566,2016,6.5 days,0.0
1774,Kepler-1266 b,2939,7.18 Earths,15.836,2016,28.5 days,0.0
1775,Kepler-1267 b,5311,9.32 Earths,15.814,2016,13 days,0.0
1776,Kepler-1268 b,4586,4.78 Earths,15.222,2016,41 days,0.0
1777,Kepler-1269 b,2316,3.29 Earths,13.57,2016,37.3 days,0.0
1778,Kepler-126 b,780,2.92 Earths,10.454,2014,10.5 days,0.07
1779,Kepler-126 c,780,3.12 Earths,10.454,2014,21.9 days,0.19
1780,Kepler-126 d,780,6.8 Earths,10.454,2014,100.3 days,0.02
1781,Kepler-1270 b,3927,11 Earths,13.285,2016,6 days,0.0
1782,Kepler-1271 b,2887,2.79 Earths,13.868,2016,3 days,0.0
1783,Kepler-1272 b,2923,6.21 Earths,14.384,2016,51.1 days,0.0
1784,Kepler-1273 b,4420,6.76 Earths,15.796,2016,28.6 days,0.0
1785,Kepler-1274 b,1987,2.6 Earths,11.682,2016,7 days,0.0
1786,Kepler-1275 b,4175,2.79 Earths,14.406,2016,3.7 days,0.0
1787,Kepler-1276 b,1915,1.81 Earths,12.848,2016,12.6 days,0.0
1788,Kepler-1277 b,1977,3.19 Earths,14.093,2016,40.8 days,0.0
1789,Kepler-1278 b,2424,1.01 Earths,13.632,2016,3.2 days,0.0
1790,Kepler-1279 b,3317,3.71 Earths,13.932,2016,23.5 days,0.0
1791,Kepler-127 b,1163,2.54 Earths,11.438,2014,14.4 days,0.47
1792,Kepler-127 c,1163,7.56 Earths,11.438,2014,29.4 days,0.03
1793,Kepler-127 d,1163,7.46 Earths,11.438,2014,48.6 days,0.03
1794,Kepler-1280 b,3282,4.16 Earths,14,2016,66.6 days,0.0
1795,Kepler-1281 b,3556,3.33 Earths,15.997,2016,3.1 days,0.0
1796,Kepler-1282 b,3673,3.02 Earths,15.492,2016,2.1 days,0.0
1797,Kepler-1283 b,4736,4.31 Earths,15.07,2016,12.9 days,0.0
1798,Kepler-1284 b,2779,1.92 Earths,15.662,2016,0.7 days,0.0
1799,Kepler-1285 b,1187,0.871 Earths,11.65,2016,14.8 days,0.0
1800,Kepler-1286 b,3751,5.27 Earths,15.142,2016,11.3 days,0.0
1801,Kepler-1287 b,3350,2.99 Earths,15.007,2016,11.5 days,0.0
1802,Kepler-1288 b,2332,1.46 Earths,13.177,2016,2.8 days,0.0
1803,Kepler-1289 b,3454,2.92 Earths,14.599,2016,8 days,0.0
1804,Kepler-128 b,1308,0.77 Earths,11.289,2013,15.1 days,0.0
1805,Kepler-128 c,1308,0.9 Earths,11.289,2013,22.8 days,0.0
1806,Kepler-1290 b,4309,2.6 Earths,15.691,2016,4.7 days,0.0
1807,Kepler-1291 b,3203,3.39 Earths,15.883,2016,8.6 days,0.0
1808,Kepler-1292 b,4586,3.97 Earths,15.948,2016,3.3 days,0.0
1809,Kepler-1293 b,2512,0.871 Earths,13.3,2016,5.6 days,0.0
1810,Kepler-1294 b,3653,10.3 Earths,15.15,2016,115.7 days,0.0
1811,Kepler-1295 b,4100,3.02 Earths,15.908,2016,3.8 days,0.0
1812,Kepler-1296 b,2058,0.693 Earths,14.627,2016,8.4 days,0.0
1813,Kepler-1297 b,3249,0.871 Earths,14.782,2016,1.7 days,0.0
1814,Kepler-1298 b,1624,2.27 Earths,11.313,2016,7.1 days,0.0
1815,Kepler-1299 b,4410,9.17 Earths,15.9,2016,19.9 days,0.0
1816,Kepler-129 b,1349,6.21 Earths,11.644,2014,15.8 days,0.01
1817,Kepler-129 c,1349,7.04 Earths,11.644,2014,82.2 days,0.2
1818,Kepler-12 b,2950,0.432 Jupiters,13.8,2011,4.4 days,< 0.021
1819,Kepler-1300 b,2469,2.45 Earths,12.768,2016,22.2 days,0.0
1820,Kepler-1301 b,2662,2.54 Earths,15.373,2016,9.1 days,0.0
1821,Kepler-1302 b,2371,2.63 Earths,15.039,2016,8.8 days,0.0
1822,Kepler-1303 b,2952,2.6 Earths,14.616,2016,7.6 days,0.0
1823,Kepler-1304 b,2225,5.86 Earths,15.045,2016,16.1 days,0.0
1824,Kepler-1305 b,4381,4.19 Earths,15.714,2016,13.6 days,0.0
1825,Kepler-1306 b,3686,4.31 Earths,15.212,2016,16.3 days,0.0
1826,Kepler-1307 b,4554,6.66 Earths,15.38,2016,18 days,0.0
1827,Kepler-1308 b,238,0.0933 Earths,14.474,2016,2.1 days,0.0
1828,Kepler-1309 b,2756,6.21 Earths,16.187,2016,28.8 days,0.0
